,employee_id,name,email,designation,age,length_of_service,is_promoted
31960,54900,Bob Edwards,bob_edwards395@gmail.com,Operations,33,3,0
31961,19503,Bob Smith,bob_smith580@gmail.com,Sales & Marketing,38,9,0
31962,60023,Uma Green,uma_green804@gmail.com,Sales & Marketing,45,15,0
31963,27205,Zach Brooks,zach_brooks119@gmail.com,Operations,40,12,0
31964,56196,Grace Walker,grace_walker749@gmail.com,Analytics,30,4,0
31965,42798,Noah Baker,noah_baker959@gmail.com,Operations,40,5,0
31966,24480,Tina Perez,tina_perez583@gmail.com,Sales & Marketing,27,1,0
31967,15439,Wendy Johnson,wendy_johnson323@gmail.com,Sales & Marketing,23,2,0
31968,4871,Karen Green,karen_green498@gmail.com,Technology,36,7,0
31969,27285,Liam Baker,liam_baker763@gmail.com,Sales & Marketing,24,2,0
31970,34825,Catherine Moore,catherine_moore115@gmail.com,Analytics,39,4,1
31971,46179,Mia Brooks,mia_brooks681@gmail.com,Sales & Marketing,37,10,0
31972,60170,Rachel White,rachel_white697@gmail.com,Sales & Marketing,33,6,0
31973,59496,Victor Edwards,victor_edwards505@gmail.com,Operations,33,2,0
31974,40463,Bob Harris,bob_harris885@gmail.com,HR,29,1,0
31975,65342,Xander Brooks,xander_brooks752@gmail.com,Analytics,36,7,0
31976,74301,Frank Kelly,frank_kelly990@gmail.com,Technology,32,4,0
31977,11603,Wendy Walker,wendy_walker821@gmail.com,Procurement,31,7,1
31978,5945,Alice Edwards,alice_edwards637@gmail.com,Procurement,34,9,0
31979,17331,Frank Moore,frank_moore20@gmail.com,R&D,36,8,0
31980,22026,Catherine Phillips,catherine_phillips265@gmail.com,Operations,48,7,0
31981,4420,Alice Kelly,alice_kelly167@gmail.com,HR,31,5,0
31982,53434,Paul Baker,paul_baker359@gmail.com,Sales & Marketing,39,3,0
31983,11261,Harry Johnson,harry_johnson819@gmail.com,Operations,27,2,0
31984,21002,Yvonne Johnson,yvonne_johnson218@gmail.com,Procurement,33,3,0
31985,13785,Noah Martinez,noah_martinez145@gmail.com,Operations,35,8,0
31986,27638,Noah Thompson,noah_thompson443@gmail.com,HR,30,3,0
31987,8426,Xander Phillips,xander_phillips97@gmail.com,Sales & Marketing,37,3,0
31988,64255,Uma Perez,uma_perez128@gmail.com,Operations,46,3,0
31989,36202,Bob Smith,bob_smith473@gmail.com,Procurement,36,8,0
31990,36399,Xander Hill,xander_hill499@gmail.com,Operations,36,10,0
31991,31167,Alice White,alice_white757@gmail.com,HR,31,4,0
31992,56256,Quincy Thompson,quincy_thompson847@gmail.com,Operations,41,7,0
31993,44808,Rachel Moore,rachel_moore487@gmail.com,Operations,36,4,0
31994,73534,Frank Walker,frank_walker433@gmail.com,Sales & Marketing,37,11,0
31995,31413,Isabella Perez,isabella_perez816@gmail.com,Sales & Marketing,30,3,0
31996,71247,David Davis,david_davis196@gmail.com,Technology,33,6,0
31997,3429,Rachel Evans,rachel_evans766@gmail.com,HR,50,13,0
31998,42137,Xander Cooper,xander_cooper732@gmail.com,Analytics,37,4,0
31999,77506,Mia Lee,mia_lee203@gmail.com,Operations,47,14,0
32000,13496,Paul Smith,paul_smith604@gmail.com,Operations,27,4,0
32001,70709,Paul Hill,paul_hill297@gmail.com,Analytics,29,6,0
32002,73311,Liam Cooper,liam_cooper305@gmail.com,Operations,39,7,0
32003,47790,Victor Perez,victor_perez256@gmail.com,Sales & Marketing,27,3,0
32004,49184,Yvonne Smith,yvonne_smith719@gmail.com,Sales & Marketing,22,1,0
32005,75527,Frank Perez,frank_perez880@gmail.com,Sales & Marketing,43,4,0
32006,74365,Sam Kelly,sam_kelly741@gmail.com,Procurement,30,2,0
32007,66054,Eva Hill,eva_hill677@gmail.com,Operations,27,1,0
32008,18466,Mia Taylor,mia_taylor332@gmail.com,Finance,27,4,1
32009,39632,Xander Taylor,xander_taylor201@gmail.com,Sales & Marketing,29,3,0
32010,16941,Liam Brown,liam_brown60@gmail.com,Technology,26,3,0
32011,39287,David Brown,david_brown691@gmail.com,Finance,38,8,0
32012,7998,Alice Moore,alice_moore106@gmail.com,Technology,31,6,0
32013,55132,Noah Taylor,noah_taylor161@gmail.com,Sales & Marketing,29,2,0
32014,61230,Rachel Phillips,rachel_phillips996@gmail.com,Technology,30,4,0
32015,68521,Jack Thompson,jack_thompson318@gmail.com,HR,31,6,0
32016,30453,David Smith,david_smith999@gmail.com,Procurement,35,3,0
32017,77542,Catherine Cooper,catherine_cooper146@gmail.com,HR,36,4,0
32018,1735,Grace Walker,grace_walker68@gmail.com,Legal,40,5,0
32019,63812,Olivia Carter,olivia_carter243@gmail.com,HR,29,2,1
32020,75680,Grace Davis,grace_davis76@gmail.com,Sales & Marketing,26,3,0
32021,20250,Wendy Moore,wendy_moore144@gmail.com,R&D,34,8,0
32022,43997,Karen Baker,karen_baker388@gmail.com,Procurement,35,5,0
32023,31624,Bob Morgan,bob_morgan992@gmail.com,Finance,53,26,0
32024,35324,Catherine Taylor,catherine_taylor252@gmail.com,Legal,31,1,0
32025,72504,Eva Carter,eva_carter137@gmail.com,Analytics,35,3,0
32026,72291,Alice Lee,alice_lee266@gmail.com,Technology,33,8,0
32027,2936,David Baker,david_baker45@gmail.com,Sales & Marketing,37,7,1
32028,63556,Tina Morgan,tina_morgan407@gmail.com,Procurement,60,10,0
32029,39786,Noah Wood,noah_wood583@gmail.com,Operations,40,3,0
32030,35735,Xander Smith,xander_smith971@gmail.com,Operations,37,9,0
32031,52687,Catherine Baker,catherine_baker903@gmail.com,Technology,52,3,0
32032,10174,David Evans,david_evans69@gmail.com,Analytics,44,12,0
32033,29459,Uma Brown,uma_brown174@gmail.com,Sales & Marketing,42,12,0
32034,74173,Quincy Cooper,quincy_cooper208@gmail.com,Sales & Marketing,30,7,0
32035,59141,Xander Moore,xander_moore210@gmail.com,Procurement,37,5,0
32036,6948,Catherine Lee,catherine_lee642@gmail.com,Technology,34,3,1
32037,57903,Bob Evans,bob_evans395@gmail.com,Technology,32,3,1
32038,25922,Wendy Martinez,wendy_martinez318@gmail.com,R&D,30,3,0
32039,61136,Uma Baker,uma_baker649@gmail.com,Operations,24,2,0
32040,21407,Yvonne Walker,yvonne_walker188@gmail.com,Procurement,40,6,1
32041,15221,Paul Baker,paul_baker449@gmail.com,Sales & Marketing,33,6,1
32042,30972,Tina Brown,tina_brown539@gmail.com,Operations,35,8,0
32043,43619,Wendy Johnson,wendy_johnson865@gmail.com,Finance,27,4,0
32044,64422,Tina Phillips,tina_phillips821@gmail.com,Procurement,53,24,0
32045,68628,Uma Wilson,uma_wilson727@gmail.com,HR,48,6,0
32046,55306,Wendy Wood,wendy_wood363@gmail.com,Sales & Marketing,34,6,0
32047,76124,Catherine Hill,catherine_hill465@gmail.com,Analytics,35,7,0
32048,68469,Yvonne Walker,yvonne_walker183@gmail.com,Analytics,36,7,0
32049,40776,Quincy Wood,quincy_wood690@gmail.com,Analytics,28,4,0
32050,27934,Quincy Johnson,quincy_johnson426@gmail.com,Sales & Marketing,32,8,0
32051,61846,Xander Carter,xander_carter105@gmail.com,Operations,44,13,0
32052,77625,Karen Carter,karen_carter701@gmail.com,Procurement,32,3,0
32053,23106,Catherine Evans,catherine_evans824@gmail.com,Operations,32,5,0
32054,26249,Grace Brown,grace_brown938@gmail.com,Sales & Marketing,29,3,0
32055,527,Tina Brown,tina_brown351@gmail.com,Analytics,47,15,0
32056,64898,Zach Green,zach_green348@gmail.com,Technology,27,4,0
32057,13859,Olivia Perez,olivia_perez606@gmail.com,Procurement,52,9,0
32058,57918,Isabella Phillips,isabella_phillips548@gmail.com,Analytics,28,2,0
32059,14943,Rachel Baker,rachel_baker676@gmail.com,Technology,54,9,0
32060,67909,Isabella Brown,isabella_brown750@gmail.com,Technology,41,12,0
32061,25373,Quincy Smith,quincy_smith871@gmail.com,Sales & Marketing,35,7,0
32062,74047,Uma Brown,uma_brown105@gmail.com,Procurement,33,3,0
32063,17773,Rachel Brooks,rachel_brooks821@gmail.com,Operations,46,11,0
32064,57341,Alice Evans,alice_evans247@gmail.com,Operations,38,10,0
32065,35158,Catherine Wood,catherine_wood651@gmail.com,Operations,28,1,0
32066,16722,Catherine White,catherine_white966@gmail.com,Sales & Marketing,36,3,0
32067,77942,Karen Smith,karen_smith517@gmail.com,Procurement,29,2,0
32068,21805,Wendy Phillips,wendy_phillips883@gmail.com,Legal,30,5,0
32069,7635,Rachel Taylor,rachel_taylor48@gmail.com,Technology,30,4,0
32070,72081,Liam Kelly,liam_kelly18@gmail.com,Sales & Marketing,32,6,1
32071,35643,Tina Perez,tina_perez463@gmail.com,Sales & Marketing,38,10,0
32072,62108,Yvonne Wilson,yvonne_wilson588@gmail.com,Analytics,28,6,0
32073,40180,Grace Phillips,grace_phillips578@gmail.com,Sales & Marketing,30,5,0
32074,60278,Jack Edwards,jack_edwards100@gmail.com,Sales & Marketing,40,6,0
32075,1706,Victor Taylor,victor_taylor263@gmail.com,Sales & Marketing,37,8,0
32076,14365,Rachel Taylor,rachel_taylor106@gmail.com,Procurement,28,2,0
32077,66354,Olivia White,olivia_white997@gmail.com,Technology,25,2,0
32078,43078,Tina Wood,tina_wood316@gmail.com,Sales & Marketing,31,4,0
32079,38047,Frank Smith,frank_smith943@gmail.com,Sales & Marketing,27,1,0
32080,17850,Catherine Evans,catherine_evans892@gmail.com,Finance,37,11,0
32081,22061,Karen Smith,karen_smith724@gmail.com,Operations,43,3,0
32082,1424,Catherine Wilson,catherine_wilson595@gmail.com,Sales & Marketing,39,3,0
32083,5825,Xander Carter,xander_carter424@gmail.com,Procurement,55,25,0
32084,40598,Noah Lee,noah_lee379@gmail.com,Sales & Marketing,35,6,0
32085,37636,Sam Phillips,sam_phillips544@gmail.com,Analytics,34,3,0
32086,2160,Karen Wood,karen_wood501@gmail.com,Operations,32,2,0
32087,38829,Frank Brown,frank_brown43@gmail.com,Analytics,29,5,0
32088,3707,Grace Edwards,grace_edwards519@gmail.com,Technology,33,6,0
32089,41961,Yvonne Cooper,yvonne_cooper611@gmail.com,Sales & Marketing,39,10,0
32090,65242,Olivia Evans,olivia_evans445@gmail.com,Procurement,46,17,0
32091,60082,Wendy Smith,wendy_smith610@gmail.com,Finance,32,7,0
32092,11471,Noah Thompson,noah_thompson904@gmail.com,Sales & Marketing,31,2,0
32093,18216,Zach Baker,zach_baker612@gmail.com,HR,28,3,0
32094,40074,Catherine Perez,catherine_perez598@gmail.com,Operations,30,1,0
32095,72726,Karen Green,karen_green189@gmail.com,Operations,39,2,0
32096,53242,Sam Phillips,sam_phillips526@gmail.com,Analytics,36,6,1
32097,52310,Victor Martinez,victor_martinez571@gmail.com,Sales & Marketing,33,8,0
32098,68887,Quincy Baker,quincy_baker305@gmail.com,Technology,31,4,0
32099,797,Sam Martinez,sam_martinez30@gmail.com,Sales & Marketing,30,6,0
32100,24239,Tina Evans,tina_evans900@gmail.com,Analytics,60,7,0
32101,14452,Quincy Baker,quincy_baker337@gmail.com,Operations,25,1,0
32102,63468,Noah Brooks,noah_brooks578@gmail.com,Technology,33,4,0
32103,57954,Isabella Green,isabella_green366@gmail.com,Technology,36,3,0
32104,37001,Tina Evans,tina_evans578@gmail.com,Analytics,31,6,0
32105,41658,Sam White,sam_white676@gmail.com,Technology,28,3,0
32106,46507,Harry Johnson,harry_johnson169@gmail.com,Technology,28,2,0
32107,27008,Eva Wood,eva_wood883@gmail.com,Technology,29,5,0
32108,6149,Tina Cooper,tina_cooper572@gmail.com,Sales & Marketing,47,5,0
32109,69086,Bob Green,bob_green470@gmail.com,Procurement,28,3,0
32110,49859,Tina Davis,tina_davis850@gmail.com,Sales & Marketing,28,2,0
32111,8336,Harry Cooper,harry_cooper587@gmail.com,Procurement,30,8,1
32112,29925,Mia Johnson,mia_johnson248@gmail.com,Operations,27,4,0
32113,7494,Alice Lee,alice_lee579@gmail.com,Technology,34,8,0
32114,18404,Paul Baker,paul_baker478@gmail.com,Operations,33,3,0
32115,32565,Yvonne Brown,yvonne_brown25@gmail.com,Sales & Marketing,37,2,0
32116,32073,David Wilson,david_wilson164@gmail.com,Operations,33,4,0
32117,2993,Eva White,eva_white386@gmail.com,Operations,40,10,0
32118,57978,Liam Taylor,liam_taylor727@gmail.com,Operations,35,9,0
32119,27016,Grace Harris,grace_harris602@gmail.com,Operations,42,8,0
32120,60694,Xander Martinez,xander_martinez209@gmail.com,Operations,28,3,0
32121,33038,Grace Wood,grace_wood775@gmail.com,Finance,28,1,0
32122,26044,Mia White,mia_white516@gmail.com,Sales & Marketing,30,3,0
32123,57550,Isabella Kelly,isabella_kelly770@gmail.com,Operations,36,9,0
32124,25304,Victor Phillips,victor_phillips576@gmail.com,Sales & Marketing,38,9,0
32125,40322,Eva Smith,eva_smith982@gmail.com,Analytics,34,6,0
32126,35696,Wendy Morgan,wendy_morgan200@gmail.com,Operations,42,2,0
32127,5040,Olivia Morgan,olivia_morgan440@gmail.com,Technology,27,1,0
32128,15625,Quincy Thompson,quincy_thompson352@gmail.com,Technology,27,5,0
32129,18188,Quincy Wilson,quincy_wilson543@gmail.com,Sales & Marketing,45,12,0
32130,46503,Harry Johnson,harry_johnson728@gmail.com,Operations,31,3,0
32131,37354,Paul Hill,paul_hill896@gmail.com,Sales & Marketing,27,4,0
32132,70846,Quincy Davis,quincy_davis403@gmail.com,Operations,36,7,0
32133,19761,Yvonne Harris,yvonne_harris528@gmail.com,Operations,49,3,0
32134,73461,Jack Brown,jack_brown584@gmail.com,Procurement,50,8,1
32135,18163,Grace Walker,grace_walker269@gmail.com,Operations,29,2,0
32136,23921,Rachel Cooper,rachel_cooper13@gmail.com,Operations,34,2,0
32137,55973,Wendy Cooper,wendy_cooper457@gmail.com,Finance,47,4,0
32138,33919,Alice Lee,alice_lee547@gmail.com,Procurement,50,12,0
32139,2290,Catherine Brown,catherine_brown912@gmail.com,Operations,33,7,1
32140,2685,Uma Smith,uma_smith191@gmail.com,Sales & Marketing,26,2,0
32141,69756,David Walker,david_walker421@gmail.com,Sales & Marketing,27,2,0
32142,15939,Zach Green,zach_green549@gmail.com,Operations,34,2,0
32143,59738,David Green,david_green815@gmail.com,Procurement,41,5,1
32144,19182,Paul Smith,paul_smith749@gmail.com,Procurement,39,4,0
32145,62021,Frank Taylor,frank_taylor628@gmail.com,Operations,31,7,0
32146,26111,Tina Taylor,tina_taylor188@gmail.com,HR,31,2,0
32147,20323,Xander Taylor,xander_taylor77@gmail.com,Operations,33,7,0
32148,22808,Tina Cooper,tina_cooper674@gmail.com,Legal,31,1,0
32149,25672,Alice Morgan,alice_morgan888@gmail.com,Procurement,30,6,0
32150,20652,Xander Taylor,xander_taylor522@gmail.com,Finance,27,1,0
32151,65337,Xander Brooks,xander_brooks285@gmail.com,Sales & Marketing,39,10,0
32152,23781,Grace Kelly,grace_kelly287@gmail.com,HR,26,3,0
32153,22185,Victor Thompson,victor_thompson816@gmail.com,Procurement,37,5,0
32154,18678,Eva Thompson,eva_thompson293@gmail.com,Analytics,32,8,0
32155,61836,Grace Baker,grace_baker711@gmail.com,Sales & Marketing,26,2,0
32156,19625,David Thompson,david_thompson26@gmail.com,Finance,36,7,0
32157,67078,Mia Phillips,mia_phillips293@gmail.com,Operations,42,13,0
32158,36278,Wendy Lee,wendy_lee229@gmail.com,Procurement,58,17,0
32159,21881,David Morgan,david_morgan439@gmail.com,Analytics,30,5,0
32160,32335,Sam Walker,sam_walker434@gmail.com,Sales & Marketing,23,2,0
32161,62352,Yvonne Wood,yvonne_wood165@gmail.com,HR,28,2,0
32162,20158,Mia White,mia_white733@gmail.com,Technology,34,8,0
32163,36100,Tina Evans,tina_evans274@gmail.com,Operations,28,2,0
32164,65677,Jack Walker,jack_walker789@gmail.com,Analytics,36,11,0
32165,40041,Liam Johnson,liam_johnson773@gmail.com,Analytics,47,6,0
32166,42288,Xander Moore,xander_moore441@gmail.com,Operations,42,3,0
32167,13966,Noah Brown,noah_brown775@gmail.com,Operations,33,3,0
32168,35003,Alice Walker,alice_walker768@gmail.com,Sales & Marketing,28,1,0
32169,51636,Alice Taylor,alice_taylor122@gmail.com,Operations,33,3,0
32170,1599,Victor Wood,victor_wood993@gmail.com,Technology,24,1,0
32171,18194,Noah Morgan,noah_morgan250@gmail.com,Analytics,29,4,0
32172,57620,Zach Perez,zach_perez444@gmail.com,HR,38,7,0
32173,26766,Karen Phillips,karen_phillips611@gmail.com,R&D,39,12,0
32174,73728,Grace Taylor,grace_taylor858@gmail.com,Analytics,33,3,0
32175,56870,Frank Cooper,frank_cooper890@gmail.com,Sales & Marketing,35,9,0
32176,464,Quincy White,quincy_white993@gmail.com,Sales & Marketing,28,4,0
32177,77220,Karen Brown,karen_brown673@gmail.com,Operations,34,3,0
32178,24925,Paul Green,paul_green189@gmail.com,Sales & Marketing,29,6,0
32179,18773,Karen Wood,karen_wood180@gmail.com,Sales & Marketing,32,2,0
32180,21928,Alice Moore,alice_moore350@gmail.com,Sales & Marketing,35,7,0
32181,10686,Isabella Wood,isabella_wood811@gmail.com,Analytics,36,6,0
32182,24279,David Walker,david_walker839@gmail.com,HR,45,6,0
32183,72024,Frank Lee,frank_lee788@gmail.com,Sales & Marketing,26,4,0
32184,61869,Karen Kelly,karen_kelly34@gmail.com,Sales & Marketing,36,2,0
32185,63025,Victor Evans,victor_evans551@gmail.com,Analytics,29,1,0
32186,18898,Harry Brown,harry_brown205@gmail.com,Sales & Marketing,42,9,0
32187,14839,Jack Carter,jack_carter426@gmail.com,Sales & Marketing,29,1,0
32188,74190,Yvonne Moore,yvonne_moore969@gmail.com,Sales & Marketing,35,8,0
32189,11276,Uma Evans,uma_evans502@gmail.com,Sales & Marketing,29,4,0
32190,5445,Olivia Kelly,olivia_kelly473@gmail.com,Sales & Marketing,28,4,0
32191,4738,Yvonne Hill,yvonne_hill58@gmail.com,Sales & Marketing,57,11,0
32192,61125,Grace Lee,grace_lee357@gmail.com,Analytics,30,5,0
32193,55224,Sam Brown,sam_brown112@gmail.com,Legal,35,8,0
32194,39274,Catherine White,catherine_white899@gmail.com,Technology,26,2,0
32195,56412,Paul Hill,paul_hill15@gmail.com,Analytics,29,2,0
32196,2609,Paul Phillips,paul_phillips408@gmail.com,Analytics,27,2,0
32197,53329,Isabella Baker,isabella_baker745@gmail.com,Procurement,37,2,0
32198,16727,Tina Johnson,tina_johnson703@gmail.com,Procurement,35,5,0
32199,16539,Sam Green,sam_green465@gmail.com,Sales & Marketing,30,4,0
32200,12596,Victor Green,victor_green779@gmail.com,Finance,35,5,0
32201,48883,Eva Green,eva_green885@gmail.com,Operations,39,13,0
32202,41002,Sam Carter,sam_carter460@gmail.com,R&D,31,3,0
32203,17225,Isabella Edwards,isabella_edwards466@gmail.com,Procurement,32,5,0
32204,41244,Noah Phillips,noah_phillips134@gmail.com,Procurement,30,8,0
32205,77416,Bob Smith,bob_smith837@gmail.com,Operations,27,6,1
32206,48102,Yvonne Kelly,yvonne_kelly223@gmail.com,Analytics,27,1,1
32207,38967,Olivia Baker,olivia_baker76@gmail.com,Analytics,28,2,0
32208,68441,Uma Carter,uma_carter374@gmail.com,Finance,25,1,0
32209,56429,Liam Taylor,liam_taylor842@gmail.com,Sales & Marketing,39,3,0
32210,56346,Noah Lee,noah_lee244@gmail.com,Sales & Marketing,30,6,0
32211,11154,Wendy Cooper,wendy_cooper121@gmail.com,Operations,29,3,0
32212,46732,Noah Cooper,noah_cooper986@gmail.com,Procurement,35,6,0
32213,59235,Mia Morgan,mia_morgan25@gmail.com,Procurement,26,2,0
32214,40954,Liam Cooper,liam_cooper830@gmail.com,Procurement,45,3,0
32215,45070,Noah Brown,noah_brown464@gmail.com,Finance,29,1,0
32216,62667,Quincy Kelly,quincy_kelly80@gmail.com,Procurement,47,13,0
32217,6577,Xander Smith,xander_smith870@gmail.com,Operations,24,2,0
32218,77816,Jack Smith,jack_smith73@gmail.com,Analytics,34,7,0
32219,58814,Eva Morgan,eva_morgan662@gmail.com,Sales & Marketing,32,7,0
32220,36108,Sam Cooper,sam_cooper597@gmail.com,Operations,47,13,0
32221,22007,Karen Edwards,karen_edwards16@gmail.com,Legal,36,7,0
32222,5176,Alice White,alice_white918@gmail.com,Operations,37,10,1
32223,33698,Catherine Green,catherine_green358@gmail.com,Sales & Marketing,34,5,0
32224,33329,Eva Johnson,eva_johnson114@gmail.com,Operations,26,2,0
32225,35119,David Kelly,david_kelly260@gmail.com,Technology,34,7,0
32226,29917,Eva Harris,eva_harris794@gmail.com,Analytics,26,1,0
32227,10896,Karen Wilson,karen_wilson379@gmail.com,Operations,34,4,0
32228,25787,Catherine Brown,catherine_brown559@gmail.com,Technology,38,8,0
32229,53751,Zach Carter,zach_carter635@gmail.com,Procurement,34,5,0
32230,69055,Noah Martinez,noah_martinez887@gmail.com,Procurement,51,6,0
32231,10570,Noah Kelly,noah_kelly606@gmail.com,Operations,33,3,0
32232,72734,Tina Green,tina_green881@gmail.com,HR,54,18,0
32233,22014,Sam Perez,sam_perez904@gmail.com,Operations,31,7,1
32234,26652,Xander Lee,xander_lee799@gmail.com,Sales & Marketing,35,6,0
32235,15085,Quincy Morgan,quincy_morgan329@gmail.com,Operations,25,2,0
32236,12962,Liam Baker,liam_baker250@gmail.com,Operations,30,3,1
32237,39093,Wendy Lee,wendy_lee56@gmail.com,Sales & Marketing,30,2,0
32238,22837,Tina Martinez,tina_martinez667@gmail.com,Sales & Marketing,51,2,0
32239,60839,Tina Lee,tina_lee12@gmail.com,Technology,58,4,0
32240,5260,Harry Green,harry_green496@gmail.com,Operations,34,7,0
32241,65960,Quincy Morgan,quincy_morgan189@gmail.com,Operations,39,3,0
32242,2875,Catherine Johnson,catherine_johnson337@gmail.com,HR,24,2,0
32243,40237,Noah Moore,noah_moore865@gmail.com,R&D,39,3,0
32244,37902,Liam Brooks,liam_brooks834@gmail.com,Operations,29,1,0
32245,30539,Grace Edwards,grace_edwards526@gmail.com,Sales & Marketing,25,1,0
32246,26248,Jack Brooks,jack_brooks964@gmail.com,Sales & Marketing,34,7,0
32247,4706,Noah Moore,noah_moore600@gmail.com,Sales & Marketing,33,10,0
32248,29999,Xander Moore,xander_moore521@gmail.com,Analytics,28,3,0
32249,69107,Yvonne Wood,yvonne_wood182@gmail.com,Analytics,31,5,0
32250,9445,Jack Hill,jack_hill548@gmail.com,Sales & Marketing,47,20,0
32251,70978,Uma Edwards,uma_edwards294@gmail.com,Finance,23,2,0
32252,43488,Frank Phillips,frank_phillips655@gmail.com,Sales & Marketing,37,4,0
32253,73521,Zach Wood,zach_wood322@gmail.com,Operations,32,6,0
32254,41166,Karen Carter,karen_carter377@gmail.com,Sales & Marketing,46,20,0
32255,8072,Yvonne Perez,yvonne_perez124@gmail.com,Technology,25,2,0
32256,40838,Uma White,uma_white950@gmail.com,Technology,38,10,0
32257,17905,David Thompson,david_thompson718@gmail.com,Technology,27,4,0
32258,57983,David Brown,david_brown743@gmail.com,Analytics,29,1,1
32259,22842,Grace Lee,grace_lee533@gmail.com,Procurement,27,1,0
32260,26368,Victor Lee,victor_lee585@gmail.com,Technology,29,5,0
32261,48295,Catherine Morgan,catherine_morgan305@gmail.com,Sales & Marketing,29,2,0
32262,67719,Wendy Brooks,wendy_brooks539@gmail.com,Sales & Marketing,32,4,0
32263,3205,Frank Brooks,frank_brooks925@gmail.com,Finance,34,7,0
32264,71480,Bob Evans,bob_evans973@gmail.com,Procurement,30,6,0
32265,67888,Frank Carter,frank_carter447@gmail.com,Analytics,20,1,0
32266,8631,Mia Moore,mia_moore981@gmail.com,Sales & Marketing,26,2,1
32267,56183,Quincy Evans,quincy_evans433@gmail.com,Analytics,37,9,1
32268,59043,Zach Hill,zach_hill354@gmail.com,Technology,32,3,0
32269,37988,Tina Green,tina_green973@gmail.com,Sales & Marketing,20,2,0
32270,55398,Alice Martinez,alice_martinez317@gmail.com,Sales & Marketing,40,12,0
32271,32697,Jack Lee,jack_lee466@gmail.com,Analytics,29,2,0
32272,15392,Frank Perez,frank_perez899@gmail.com,Operations,30,4,0
32273,37522,Bob Carter,bob_carter47@gmail.com,Procurement,24,2,0
32274,70566,Xander Thompson,xander_thompson197@gmail.com,R&D,27,1,0
32275,38882,David Brown,david_brown736@gmail.com,Procurement,33,6,0
32276,29908,Catherine Taylor,catherine_taylor382@gmail.com,Finance,32,4,1
32277,4685,Grace Walker,grace_walker954@gmail.com,Technology,34,2,0
32278,68470,Sam Edwards,sam_edwards349@gmail.com,Sales & Marketing,38,7,0
32279,59122,Wendy White,wendy_white696@gmail.com,Technology,33,6,0
32280,23304,Rachel Thompson,rachel_thompson571@gmail.com,Technology,49,6,0
32281,53118,Paul Brooks,paul_brooks909@gmail.com,Sales & Marketing,34,7,0
32282,8390,Eva Davis,eva_davis457@gmail.com,Sales & Marketing,33,7,0
32283,35883,Grace White,grace_white850@gmail.com,Operations,46,7,0
32284,67150,Victor Wood,victor_wood450@gmail.com,Procurement,29,5,0
32285,9302,Xander Thompson,xander_thompson782@gmail.com,Technology,38,3,0
32286,75604,Jack Morgan,jack_morgan506@gmail.com,Sales & Marketing,48,21,0
32287,63001,Paul Morgan,paul_morgan263@gmail.com,Finance,30,7,0
32288,51734,Harry Morgan,harry_morgan418@gmail.com,Operations,31,7,0
32289,23463,Mia Martinez,mia_martinez189@gmail.com,Procurement,40,5,0
32290,52358,David Moore,david_moore42@gmail.com,Sales & Marketing,27,2,0
32291,12904,Isabella Phillips,isabella_phillips545@gmail.com,Operations,38,5,0
32292,42729,Mia Phillips,mia_phillips878@gmail.com,Procurement,26,1,0
32293,31720,Grace Wood,grace_wood670@gmail.com,Sales & Marketing,33,9,0
32294,5612,Zach Martinez,zach_martinez140@gmail.com,Sales & Marketing,39,7,0
32295,1606,Paul Phillips,paul_phillips420@gmail.com,Technology,32,6,0
32296,55178,Bob Smith,bob_smith583@gmail.com,Operations,35,9,0
32297,4477,Paul Green,paul_green262@gmail.com,Sales & Marketing,27,1,0
32298,74478,Bob Wilson,bob_wilson275@gmail.com,Technology,46,6,0
32299,32503,Liam Green,liam_green519@gmail.com,Sales & Marketing,27,7,0
32300,19196,Yvonne Lee,yvonne_lee536@gmail.com,HR,24,1,0
32301,37136,Grace Evans,grace_evans312@gmail.com,Sales & Marketing,28,2,0
32302,22731,Eva Johnson,eva_johnson960@gmail.com,Procurement,32,6,0
32303,21954,Victor Davis,victor_davis358@gmail.com,Technology,38,7,0
32304,61319,Catherine Baker,catherine_baker810@gmail.com,Legal,27,1,0
32305,3071,Isabella Green,isabella_green936@gmail.com,Sales & Marketing,25,2,0
32306,11011,Rachel Smith,rachel_smith108@gmail.com,Sales & Marketing,30,5,0
32307,23173,Catherine Phillips,catherine_phillips401@gmail.com,Sales & Marketing,24,1,0
32308,31324,Isabella Thompson,isabella_thompson828@gmail.com,Analytics,28,2,0
32309,19939,Yvonne Walker,yvonne_walker710@gmail.com,Technology,37,11,0
32310,24631,Rachel Davis,rachel_davis703@gmail.com,Sales & Marketing,32,2,0
32311,77634,Victor Walker,victor_walker563@gmail.com,Sales & Marketing,30,4,0
32312,3026,Karen Wood,karen_wood318@gmail.com,Operations,40,12,0
32313,39016,Alice Hill,alice_hill494@gmail.com,Operations,39,6,0
32314,27994,Noah Perez,noah_perez782@gmail.com,Sales & Marketing,55,2,0
32315,18623,Uma Lee,uma_lee621@gmail.com,Sales & Marketing,53,11,0
32316,317,Jack Brown,jack_brown900@gmail.com,Sales & Marketing,43,12,1
32317,5089,Uma Wood,uma_wood69@gmail.com,HR,35,10,0
32318,75452,Olivia Evans,olivia_evans431@gmail.com,Sales & Marketing,30,9,0
32319,42712,Mia Wilson,mia_wilson863@gmail.com,Sales & Marketing,29,3,0
32320,23404,Harry Brown,harry_brown284@gmail.com,Analytics,30,8,0
